filename,pixel size(mm),head circumference (mm),center x(mm),center y(mm),semi axes a(mm),semi axes b(mm),angle(rad),x min,y min,x max,y max
000_HC.png,0.06913580414319999,44.3,0.07992921112705621,0.1421849391480193,0.0,0.0,0.6321844956976092,313,269,506,486
001_HC.png,0.08965852005139999,56.81,0.13459448497090362,0.08202634990270725,0.045457892779043496,0.034055961009488316,0.950106314299692,290,133,516,311
002_HC.png,0.062032562714999996,68.75,0.0048867799133836326,0.0053291046418760405,0.0779537970753459,0.08174494494913256,0.3647786065376205,117,5,450,379
003_HC.png,0.0912911675193,69.0,0.14767940187015893,0.20519632731667897,0.07793321207926325,0.0838031855490162,0.006792919012718478,285,247,547,468
004_HC.png,0.06123984005390001,59.81,0.02668102004048896,0.06325322261599536,0.05199749266540343,0.04833581899783887,0.23122238409142465,180,138,497,447
005_HC.png,0.11581395254599999,69.8,0.14357355757608362,0.1552835000028017,0.08057459398169564,0.08623161753340314,0.8452432391314174,222,145,424,329
006_HC.png,0.0656056482541,67.84,0.07934399649334004,0.046049135596149725,0.07438112084168012,0.07965801692995253,0.4400634013127027,279,68,582,424
008_HC.png,0.0776550861505,62.1,0.08672889652665801,0.14078954887177486,0.0589336454699436,0.05645927075331565,0.0960104035309529,239,217,515,451
009_HC.png,0.12152535886299999,62.31,0.24921118346337184,0.14491348549535407,0.05854780450648875,0.05875378709652195,0.28890645697182804,351,133,512,301
010_HC.png,0.0799351646787,71.91,0.07716309887594733,0.08338107969555147,0.08635681074984035,0.09466807085306486,0.4971528288615861,217,95,481,405
011_HC.png,0.0554841260115,69.9,0.04643694644538022,0.04285824495980887,0.07944886850124967,0.08863829024288765,0.6511236252470091,232,75,616,495
012_HC.png,0.08346045017239999,59.4,0.11967286458733067,0.06465850449252704,0.045065661727963946,0.05475239385348669,0.8374493860877738,289,107,525,326
013_HC.png,0.06191832783780001,65.7,0.061850076225323514,0.05058646437233636,0.07247473571849608,0.06565916867619248,0.2641712203179969,247,97,584,440
014_2HC.png,0.0789818540215,62.92,0.11950139953588565,0.08859734125522689,0.05290196852306051,0.07108863364516375,0.2386086344428429,302,133,558,387
014_3HC.png,0.0773076919409,60.26,0.1226903548334623,0.07710004495065262,0.05237350891134565,0.05132080972862203,0.07373152810079599,310,137,580,364
014_HC.png,0.07890624925489999,63.34,0.11079281336081964,0.08438932838115591,0.054381747377641225,0.07231591195621181,0.3660302906661965,291,122,538,388
015_HC.png,0.060415576739499995,69.3,0.07884637177477367,0.060621975418811376,0.08499964673354589,0.07618532220955962,0.6575629954173144,294,97,638,487
016_HC.png,0.060305839561599996,65.05,0.057713772335629035,0.061067359258750474,0.07023976442175807,0.0637152072749456,0.8528775798046968,233,133,601,454
017_2HC.png,0.0910227298737,79.61,0.14178970451796968,0.08427959136484749,0.11448968637084644,0.11540692640202813,0.6294536371350709,278,72,538,370
017_HC.png,0.09107019684530004,79.32,0.1530636983403422,0.11804787130667935,0.11921908423739823,0.10654457760919554,0.2812945813370908,289,116,562,402
018_HC.png,0.0659655269824,71.59,0.057137287162990776,0.046717629817652095,0.10354372201762822,0.06738301203317226,0.9756078392463846,178,104,582,388
019_2HC.png,0.117779842445,75.75,0.2061515930664206,0.2237093510887041,0.10065372109717534,0.1047709304056243,0.6900103950288835,293,187,493,400
